"MS-DRG","FY09 Proposed Rule Post-Acute DRG","FY09 Proposed Rule Special Pay DRG","MDC","TYPE","MS-DRG Title","DRGandTitle","Weights","Geometric mean LOS","Arithmetic mean LOS"
"217","Yes","No","05","SURG","Cardiac valve & oth maj cardiothoracic proc w card cath w CC","217 - Cardiac valve & oth maj cardiothoracic proc w card cath w CC","7.0028267100999999","10.934845311","12.304810616499999"
"218","Yes","No","05","SURG","Cardiac valve & oth maj cardiothoracic proc w card cath w/o CC/MCC","218 - Cardiac valve & oth maj cardiothoracic proc w card cath w/o CC/MCC","5.4355016210000002","8.3562762306000007","9.0603684828999995"
"219","Yes","Yes","05","SURG","Cardiac valve & oth maj cardiothoracic proc w/o card cath w MCC","219 - Cardiac valve & oth maj cardiothoracic proc w/o card cath w MCC","8.0764278660999995","11.4507202505","13.9951534733"
"220","Yes","Yes","05","SURG","Cardiac valve & oth maj cardiothoracic proc w/o card cath w CC","220 - Cardiac valve & oth maj cardiothoracic proc w/o card cath w CC","5.3066328747","7.6506398991999998","8.5624595933999998"
"221","Yes","Yes","05","SURG","Cardiac valve & oth maj cardiothoracic proc w/o card cath w/o CC/MCC","221 - Cardiac valve & oth maj cardiothoracic proc w/o card cath w/o CC/MCC","4.4089476604","6.0050258388","6.4429262738000004"
"222","No","No","05","SURG","Cardiac defib implant w cardiac cath w AMI/HF/shock w MCC","222 - Cardiac defib implant w cardiac cath w AMI/HF/shock w MCC","8.6585654374000001","10.678843563499999","13.094618995999999"
"223","No","No","05","SURG","Cardiac defib implant w cardiac cath w AMI/HF/shock w/o MCC","223 - Cardiac defib implant w cardiac cath w AMI/HF/shock w/o MCC","6.3034642314999996","4.6313815855999998","6.2684801891999999"
"224","No","No","05","SURG","Cardiac defib implant w cardiac cath w/o AMI/HF/shock w MCC","224 - Cardiac defib implant w cardiac cath w/o AMI/HF/shock w MCC","7.9766708913000004","9.1788830985000001","11.3729701414"
"225","No","No","05","SURG","Cardiac defib implant w cardiac cath w/o AMI/HF/shock w/o MCC","225 - Cardiac defib implant w cardiac cath w/o AMI/HF/shock w/o MCC","5.9122767423000004","4.4813802397","5.6412228796999999"
"226","No","No","05","SURG","Cardiac defibrillator implant w/o cardiac cath w MCC","226 - Cardiac defibrillator implant w/o cardiac cath w MCC","6.7277782471999998","6.1578121629","9.3377248902000005"
"227","No","No","05","SURG","Cardiac defibrillator implant w/o cardiac cath w/o MCC","227 - Cardiac defibrillator implant w/o cardiac cath w/o MCC","5.0145157936000002","1.8479469997","2.8258954717"
"228","Yes","No","05","SURG","Other cardiothoracic procedures w MCC","228 - Other cardiothoracic procedures w MCC","7.8191042866","12.1223383124","14.7114026236"
"229","Yes","No","05","SURG","Other cardiothoracic procedures w CC","229 - Other cardiothoracic procedures w CC","5.035798819","7.9231751304999998","9.1095661846000002"
"230","Yes","No","05","SURG","Other cardiothoracic procedures w/o CC/MCC","230 - Other cardiothoracic procedures w/o CC/MCC","4.0676565652000001","5.5900981653999997","6.4773162939000004"
"231","No","No","05","SURG","Coronary bypass w PTCA w MCC","231 - Coronary bypass w PTCA w MCC","7.6801405988000004","11.235734622900001","13.3474048443"
"232","No","No","05","SURG","Coronary bypass w PTCA w/o MCC","232 - Coronary bypass w PTCA w/o MCC","5.5460456150999997","8.2576963989000003","9.1862615588000001"
"233","Yes","No","05","SURG","Coronary bypass w cardiac cath w MCC","233 - Coronary bypass w cardiac cath w MCC","7.0377981279000004","12.366908241399999","14.1792615385"
"234","Yes","No","05","SURG","Coronary bypass w cardiac cath w/o MCC","234 - Coronary bypass w cardiac cath w/o MCC","4.6192574362999999","8.2577522797","8.9259831502000004"
"235","Yes","No","05","SURG","Coronary bypass w/o cardiac cath w MCC","235 - Coronary bypass w/o cardiac cath w MCC","5.6991724226000002","9.5236436269000002","11.219301890700001"
"236","Yes","No","05","SURG","Coronary bypass w/o cardiac cath w/o MCC","236 - Coronary bypass w/o cardiac cath w/o MCC","3.6121527483999998","6.0871704888","6.6176167181999999"
"237","No","No","05","SURG","Major cardiovasc procedures w MCC or thoracic aortic aneurysm repair","237 - Major cardiovasc procedures w MCC or thoracic aortic aneurysm repair","5.0880593878000004","7.5428223608999998","10.807443148799999"
"238","No","No","05","SURG","Major cardiovasc procedures w/o MCC","238 - Major cardiovasc procedures w/o MCC","2.8961908631000002","3.2176836113","4.6444286559999997"
"239","Yes","No","05","SURG","Amputation for circ sys disorders exc upper limb & toe w MCC","239 - Amputation for circ sys disorders exc upper limb & toe w MCC","4.4798335212999998","11.976003368600001","15.348365276199999"
"240","Yes","No","05","SURG","Amputation for circ sys disorders exc upper limb & toe w CC","240 - Amputation for circ sys disorders exc upper limb & toe w CC","2.6705720432","8.2682776480999998","10.367707618400001"
"241","Yes","No","05","SURG","Amputation for circ sys disorders exc upper limb & toe w/o CC/MCC","241 - Amputation for circ sys disorders exc upper limb & toe w/o CC/MCC","1.5739588437000001","5.5668998967999999","6.7624206201000003"
"242","Yes","No","05","SURG","Permanent cardiac pacemaker implant w MCC","242 - Permanent cardiac pacemaker implant w MCC","3.7040944416000001","6.7348800180000001","8.7747644876000006"
"243","Yes","No","05","SURG","Permanent cardiac pacemaker implant w CC","243 - Permanent cardiac pacemaker implant w CC","2.5933739289000002","3.8345744202000001","5.0927569186000001"
"244","Yes","No","05","SURG","Permanent cardiac pacemaker implant w/o CC/MCC","244 - Permanent cardiac pacemaker implant w/o CC/MCC","2.0097687034999998","2.2020423153999999","2.9280626098"
"245","No","No","05","SURG","AICD generator procedures","245 - AICD generator procedures","4.0022091058000004","2.0787877684999998","3.2244325426999998"
"246","No","No","05","SURG","Perc cardiovasc proc w drug-eluting stent w MCC or 4+ vessels/stents","246 - Perc cardiovasc proc w drug-eluting stent w MCC or 4+ vessels/stents","3.1497725875000002","3.5521634836999998","5.3377646649999999"
"247","No","No","05","SURG","Perc cardiovasc proc w drug-eluting stent w/o MCC","247 - Perc cardiovasc proc w drug-eluting stent w/o MCC","1.9134100861000001","1.6888824079","2.1684016270000002"
"248","No","No","05","SURG","Perc cardiovasc proc w non-drug-eluting stent w MCC or 4+ ves/stents","248 - Perc cardiovasc proc w non-drug-eluting stent w MCC or 4+ ves/stents","2.8065213942999998","4.1815211110000003","5.9837486457000004"
"249","No","No","05","SURG","Perc cardiovasc proc w non-drug-eluting stent w/o MCC","249 - Perc cardiovasc proc w non-drug-eluting stent w/o MCC","1.6396859582000001","1.9144269068999999","2.4973678186999999"
"250","No","No","05","SURG","Perc cardiovasc proc w/o coronary artery stent w MCC","250 - Perc cardiovasc proc w/o coronary artery stent w MCC","2.9923205555000001","5.3698204757000001","7.7821840781000002"
"251","No","No","05","SURG","Perc cardiovasc proc w/o coronary artery stent w/o MCC","251 - Perc cardiovasc proc w/o coronary artery stent w/o MCC","1.6023458487","2.0510117588000001","2.8351656264999998"
"252","No","No","05","SURG","Other vascular procedures w MCC","252 - Other vascular procedures w MCC","2.9525547597999999","5.475694378","8.5380917889999992"
"253","No","No","05","SURG","Other vascular procedures w CC","253 - Other vascular procedures w CC","2.2592791070999998","4.1508120719999999","6.0148535797999996"
"254","No","No","05","SURG","Other vascular procedures w/o CC/MCC","254 - Other vascular procedures w/o CC/MCC","1.5485125092000001","1.9788870076","2.7303286525999999"
"255","Yes","No","05","SURG","Upper limb & toe amputation for circ system disorders w MCC","255 - Upper limb & toe amputation for circ system disorders w MCC","2.403955002","7.1368019875000002","9.6941689806000007"
"256","Yes","No","05","SURG","Upper limb & toe amputation for circ system disorders w CC","256 - Upper limb & toe amputation for circ system disorders w CC","1.5894852958000001","5.7963133676999998","7.4751752335999999"
"257","Yes","No","05","SURG","Upper limb & toe amputation for circ system disorders w/o CC/MCC","257 - Upper limb & toe amputation for circ system disorders w/o CC/MCC","1.0215871235","3.6366335600999999","4.8482269504"
"258","No","No","05","SURG","Cardiac pacemaker device replacement w MCC","258 - Cardiac pacemaker device replacement w MCC","2.8433668496000002","5.3762265289000002","7.3854014598999997"
"259","No","No","05","SURG","Cardiac pacemaker device replacement w/o MCC","259 - Cardiac pacemaker device replacement w/o MCC","1.6944486567000001","2.0182942984999999","2.8029096897999999"
"260","No","No","05","SURG","Cardiac pacemaker revision except device replacement w MCC","260 - Cardiac pacemaker revision except device replacement w MCC","3.4221117119","8.0775977123999994","11.2214331827"
"261","No","No","05","SURG","Cardiac pacemaker revision except device replacement w CC","261 - Cardiac pacemaker revision except device replacement w CC","1.4397613459","2.9584318669999998","4.2121556375999996"
"262","No","No","05","SURG","Cardiac pacemaker revision except device replacement w/o CC/MCC","262 - Cardiac pacemaker revision except device replacement w/o CC/MCC","1.0172702592","1.9545393552999999","2.5908189289000001"
"263","No","No","05","SURG","Vein ligation & stripping","263 - Vein ligation & stripping","1.5391870104000001","3.4159657300999999","5.4125766870999996"
"264","Yes","No","05","SURG","Other circulatory system O.R. procedures","264 - Other circulatory system O.R. procedures","2.5265303152","5.7621457247999999","8.8994022143000002"
"265","No","No","05","SURG","AICD lead procedures","265 - AICD lead procedures","2.2140408580000002","2.2446265087000001","3.4716402657000001"
"266","Yes","Yes","05","SURG","ENDOVASCULAR CARDIAC VALVE REPLACEMENT W MCC","266 - ENDOVASCULAR CARDIAC VALVE REPLACEMENT W MCC","8.9920000000000009","8.4000000000000004","10.6"
"267","Yes","Yes","05","SURG","ENDOVASCULAR CARDIAC VALVE REPLACEMENT W/O MCC","267 - ENDOVASCULAR CARDIAC VALVE REPLACEMENT W/O MCC","6.7516999999999996","5","5.7999999999999998"
"268","","","05","SURG","AORTIC AND HEART ASSIST PROCEDURES EXCEPT PULSATION BALLOON W MCC","268 - AORTIC AND HEART ASSIST PROCEDURES EXCEPT PULSATION BALLOON W MCC","","",""
"269","","","05","SURG","AORTIC AND HEART ASSIST PROCEDURES EXCEPT PULSATION BALLOON W/O MCC","269 - AORTIC AND HEART ASSIST PROCEDURES EXCEPT PULSATION BALLOON W/O MCC","","",""
"270","","","05","SURG","OTHER MAJOR CARDIOVASCULAR PROCEDURES W MCC","270 - OTHER MAJOR CARDIOVASCULAR PROCEDURES W MCC","","",""
"271","","","05","SURG","OTHER MAJOR CARDIOVASCULAR PROCEDURES W CC","271 - OTHER MAJOR CARDIOVASCULAR PROCEDURES W CC","","",""
"272","","","05","SURG","OTHER MAJOR CARDIOVASCULAR PROCEDURES W/O CC/MCC","272 - OTHER MAJOR CARDIOVASCULAR PROCEDURES W/O CC/MCC","","",""
"273","","","05","SURG","PERCUTANEOUS INTRACARDIAC PROCEDURES W MCC","273 - PERCUTANEOUS INTRACARDIAC PROCEDURES W MCC","","",""
"274","","","05","SURG","PERCUTANEOUS INTRACARDIAC PROCEDURES W/O MCC","274 - PERCUTANEOUS INTRACARDIAC PROCEDURES W/O MCC","","",""
"280","Yes","No","05","MED","Acute myocardial infarction, discharged alive w MCC","280 - Acute myocardial infarction, discharged alive w MCC","1.9395212468","5.7879467971","7.3379202969000001"
"281","Yes","No","05","MED","Acute myocardial infarction, discharged alive w CC","281 - Acute myocardial infarction, discharged alive w CC","1.2210082909","3.8860628788999998","4.8078742504000003"
"282","Yes","No","05","MED","Acute myocardial infarction, discharged alive w/o CC/MCC","282 - Acute myocardial infarction, discharged alive w/o CC/MCC","0.86983301010000003","2.5956860552999999","3.2480847145"
"283","No","No","05","MED","Acute myocardial infarction, expired w MCC","283 - Acute myocardial infarction, expired w MCC","1.6978506833","3.3541306382","5.4559258263999997"
"284","No","No","05","MED","Acute myocardial infarction, expired w CC","284 - Acute myocardial infarction, expired w CC","0.91303760079999996","2.1628212104000002","3.2357350096999999"
"285","No","No","05","MED","Acute myocardial infarction, expired w/o CC/MCC","285 - Acute myocardial infarction, expired w/o CC/MCC","0.60594156379999997","1.6547579552","2.2120671188999999"
"286","No","No","05","MED","Circulatory disorders except AMI, w card cath w MCC","286 - Circulatory disorders except AMI, w card cath w MCC","1.9744545884","5.1508252044000002","6.9336006754000001"
"287","No","No","05","MED","Circulatory disorders except AMI, w card cath w/o MCC","287 - Circulatory disorders except AMI, w card cath w/o MCC","1.02250427","2.4416654539999998","3.1464460822999998"
"288","Yes","No","05","MED","Acute & subacute endocarditis w MCC","288 - Acute & subacute endocarditis w MCC","3.0719596171000001","9.1857238637999998","11.754148323700001"
"289","Yes","No","05","MED","Acute & subacute endocarditis w CC","289 - Acute & subacute endocarditis w CC","1.9524440952","6.9944495506999997","8.6607669617000003"
"290","Yes","No","05","MED","Acute & subacute endocarditis w/o CC/MCC","290 - Acute & subacute endocarditis w/o CC/MCC","1.4507415808999999","5.1535256145000004","6.4947145876999999"
"291","Yes","No","05","MED","Heart failure & shock w MCC","291 - Heart failure & shock w MCC","1.4576431000000001","5.0251515429999998","6.4922054104000004"
"292","Yes","No","05","MED","Heart failure & shock w CC","292 - Heart failure & shock w CC","1.0053362644999999","4.1044037661999999","4.9937157361000004"
"293","Yes","No","05","MED","Heart failure & shock w/o CC/MCC","293 - Heart failure & shock w/o CC/MCC","0.72046381039999996","3.0766313094000002","3.6818614596999999"
"294","No","No","05","MED","Deep vein thrombophlebitis w CC/MCC","294 - Deep vein thrombophlebitis w CC/MCC","0.95635876689999999","4.6138703693999998","5.5470629866000003"
"295","No","No","05","MED","Deep vein thrombophlebitis w/o CC/MCC","295 - Deep vein thrombophlebitis w/o CC/MCC","0.63471478670000003","3.6909844342000002","4.3291139240999996"
"296","No","No","05","MED","Cardiac arrest, unexplained w MCC","296 - Cardiac arrest, unexplained w MCC","1.1909789906999999","1.9478505664000001","3.0355648535999999"
"297","No","No","05","MED","Cardiac arrest, unexplained w CC","297 - Cardiac arrest, unexplained w CC","0.65018331969999998","1.4069974636","1.8238276299"
"298","No","No","05","MED","Cardiac arrest, unexplained w/o CC/MCC","298 - Cardiac arrest, unexplained w/o CC/MCC","0.44379173249999998","1.1486662154","1.3044925125"
"299","Yes","No","05","MED","Peripheral vascular disorders w MCC","299 - Peripheral vascular disorders w MCC","1.4326033895000001","5.0466622152999996","6.6507775524000001"
"300","Yes","No","05","MED","Peripheral vascular disorders w CC","300 - Peripheral vascular disorders w CC","0.92451708870000004","4.0594102794999998","5.0493242333000001"
"301","Yes","No","05","MED","Peripheral vascular disorders w/o CC/MCC","301 - Peripheral vascular disorders w/o CC/MCC","0.65799855860000001","2.9795337409","3.6996214169999999"
"302","No","No","05","MED","Atherosclerosis w MCC","302 - Atherosclerosis w MCC","1.0306911564000001","3.2483070989999998","4.3765326301999998"
"303","No","No","05","MED","Atherosclerosis w/o MCC","303 - Atherosclerosis w/o MCC","0.56656070790000002","2.0472515069999999","2.5318623974999999"
"304","No","No","05","MED","Hypertension w MCC","304 - Hypertension w MCC","1.0807590213","3.9234390873999998","5.1941514861"
"305","No","No","05","MED","Hypertension w/o MCC","305 - Hypertension w/o MCC","0.5900303576","2.3000233590999999","2.8631191719000002"
"306","No","No","05","MED","Cardiac congenital & valvular disorders w MCC","306 - Cardiac congenital & valvular disorders w MCC","1.5655412505999999","4.3544082323","6.2963696369999997"
"307","No","No","05","MED","Cardiac congenital & valvular disorders w/o MCC","307 - Cardiac congenital & valvular disorders w/o MCC","0.74764570770000005","2.7285679286","3.4458458143000001"
"308","No","No","05","MED","Cardiac arrhythmia & conduction disorders w MCC","308 - Cardiac arrhythmia & conduction disorders w MCC","1.2980818095","4.1339312936999999","5.5436512383999998"
"309","No","No","05","MED","Cardiac arrhythmia & conduction disorders w CC","309 - Cardiac arrhythmia & conduction disorders w CC","0.83196050690000001","3.1180261566","3.9375772403"
"310","No","No","05","MED","Cardiac arrhythmia & conduction disorders w/o CC/MCC","310 - Cardiac arrhythmia & conduction disorders w/o CC/MCC","0.58287478250000002","2.2576809179000001","2.7532600261"
"311","No","No","05","MED","Angina pectoris","311 - Angina pectoris","0.49688733889999998","1.8590944639","2.3089836876000001"
"312","No","No","05","MED","Syncope & collapse","312 - Syncope & collapse","0.70819514729999999","2.4798614706","3.1054005971"
"313","No","No","05","MED","Chest pain","313 - Chest pain","0.53121537050000001","1.7251548333","2.1067971271000001"
"314","Yes","No","05","MED","Other circulatory system diagnoses w MCC","314 - Other circulatory system diagnoses w MCC","1.7516584923","5.0141929748000003","7.0207981555999996"
"315","Yes","No","05","MED","Other circulatory system diagnoses w CC","315 - Other circulatory system diagnoses w CC","0.99222772209999999","3.5390242787999999","4.6049011752000002"
"316","Yes","No","05","MED","Other circulatory system diagnoses w/o CC/MCC","316 - Other circulatory system diagnoses w/o CC/MCC","0.65131711459999997","2.3677330775000001","2.9986077852999999"
"326","Yes","No","06","SURG","Stomach, esophageal & duodenal proc w MCC","326 - Stomach, esophageal & duodenal proc w MCC","5.8025311226999996","13.205551997100001","17.119664973700001"
"327","Yes","No","06","SURG","Stomach, esophageal & duodenal proc w CC","327 - Stomach, esophageal & duodenal proc w CC","2.8388809208999999","7.8420183121000004","10.0529890005"
"328","Yes","No","06","SURG","Stomach, esophageal & duodenal proc w/o CC/MCC","328 - Stomach, esophageal & duodenal proc w/o CC/MCC","1.4576141964","3.2336016496000002","4.3616973253999998"
"329","Yes","No","06","SURG","Major small & large bowel procedures w MCC","329 - Major small & large bowel procedures w MCC","5.1792734439999997","12.8389207077","15.9553033138"
"330","Yes","No","06","SURG","Major small & large bowel procedures w CC","330 - Major small & large bowel procedures w CC","2.5644405175","8.2905515026999996","9.7138949155999992"
"331","Yes","No","06","SURG","Major small & large bowel procedures w/o CC/MCC","331 - Major small & large bowel procedures w/o CC/MCC","1.6249921802","5.2209196925999999","5.8792656510999999"
"332","Yes","No","06","SURG","Rectal resection w MCC","332 - Rectal resection w MCC","4.5357514668999999","12.0043391577","14.34887548"
"333","Yes","No","06","SURG","Rectal resection w CC","333 - Rectal resection w CC","2.4487488610999999","7.7111542959000001","8.8358108108"
"334","Yes","No","06","SURG","Rectal resection w/o CC/MCC","334 - Rectal resection w/o CC/MCC","1.6247314098000001","4.747681676","5.5052433450000002"
"335","Yes","No","06","SURG","Peritoneal adhesiolysis w MCC","335 - Peritoneal adhesiolysis w MCC","4.0903244167999997","11.593020835100001","14.0778334726"
"336","Yes","No","06","SURG","Peritoneal adhesiolysis w CC","336 - Peritoneal adhesiolysis w CC","2.2386882038000002","7.5146090979000002","9.0923262353999998"
"337","Yes","No","06","SURG","Peritoneal adhesiolysis w/o CC/MCC","337 - Peritoneal adhesiolysis w/o CC/MCC","1.4519261689","4.3726127440999996","5.5882833468999999"
"338","No","No","06","SURG","Appendectomy w complicated principal diag w MCC","338 - Appendectomy w complicated principal diag w MCC","3.1787037136","8.7588267033000005","10.654666666700001"
"339","No","No","06","SURG","Appendectomy w complicated principal diag w CC","339 - Appendectomy w complicated principal diag w CC","1.8625379301","5.9813948561999997","7.0452102433999997"
"340","No","No","06","SURG","Appendectomy w complicated principal diag w/o CC/MCC","340 - Appendectomy w complicated principal diag w/o CC/MCC","1.2267322615","3.4980622258","4.1520944616"
"341","No","No","06","SURG","Appendectomy w/o complicated principal diag w MCC","341 - Appendectomy w/o complicated principal diag w MCC","2.1659213075000001","5.3119676490999996","7.1287015944999998"
"342","No","No","06","SURG","Appendectomy w/o complicated principal diag w CC","342 - Appendectomy w/o complicated principal diag w CC","1.3153792786","3.2222443404000001","4.1395440252000002"
"343","No","No","06","SURG","Appendectomy w/o complicated principal diag w/o CC/MCC","343 - Appendectomy w/o complicated principal diag w/o CC/MCC","0.90669191140000005","1.8227071181000001","2.1796527479000001"
"344","No","No","06","SURG","Minor small & large bowel procedures w MCC","344 - Minor small & large bowel procedures w MCC","3.0821670613999999","9.2341230328999995","11.7545551983"
"345","No","No","06","SURG","Minor small & large bowel procedures w CC","345 - Minor small & large bowel procedures w CC","1.6391075251","6.1622664249000003","7.2396155165999998"
"346","No","No","06","SURG","Minor small & large bowel procedures w/o CC/MCC","346 - Minor small & large bowel procedures w/o CC/MCC","1.1868705744000001","4.3997433131000001","4.9474256708000004"
"347","No","No","06","SURG","Anal & stomal procedures w MCC","347 - Anal & stomal procedures w MCC","2.1823441297000001","6.4315071689999996","8.8072660098999993"
"348","No","No","06","SURG","Anal & stomal procedures w CC","348 - Anal & stomal procedures w CC","1.2859656741000001","4.3503059493","5.7374489550999996"
"349","No","No","06","SURG","Anal & stomal procedures w/o CC/MCC","349 - Anal & stomal procedures w/o CC/MCC","0.76814815309999995","2.3983606997","3.0799534251999998"
"350","No","No","06","SURG","Inguinal & femoral hernia procedures w MCC","350 - Inguinal & femoral hernia procedures w MCC","2.2485574288999999","5.7819399594999998","7.9925925926000003"
"351","No","No","06","SURG","Inguinal & femoral hernia procedures w CC","351 - Inguinal & femoral hernia procedures w CC","1.2637576080999999","3.4374533332000001","4.5572661534999996"
"352","No","No","06","SURG","Inguinal & femoral hernia procedures w/o CC/MCC","352 - Inguinal & femoral hernia procedures w/o CC/MCC","0.81313019230000005","1.9671391333999999","2.4798239178000001"
"353","No","No","06","SURG","Hernia procedures except inguinal & femoral w MCC","353 - Hernia procedures except inguinal & femoral w MCC","2.4935072871999999","6.3828250585999999","8.4050552923000001"
"354","No","No","06","SURG","Hernia procedures except inguinal & femoral w CC","354 - Hernia procedures except inguinal & femoral w CC","1.4045501747","4.0123201953000001","5.0818581441999999"
"355","No","No","06","SURG","Hernia procedures except inguinal & femoral w/o CC/MCC","355 - Hernia procedures except inguinal & femoral w/o CC/MCC","0.96751805989999995","2.3523465122","2.9000261369999998"
"356","Yes","No","06","SURG","Other digestive system O.R. procedures w MCC","356 - Other digestive system O.R. procedures w MCC","3.8574239116000002","9.4870922728","12.9144468443"
"357","Yes","No","06","SURG","Other digestive system O.R. procedures w CC","357 - Other digestive system O.R. procedures w CC","2.1702667417999999","6.1596289139999998","8.1406229970999995"
"358","Yes","No","06","SURG","Other digestive system O.R. procedures w/o CC/MCC","358 - Other digestive system O.R. procedures w/o CC/MCC","1.3493194884999999","3.3392416506","4.4719418651999998"
"368","No","No","06","MED","Major esophageal disorders w MCC","368 - Major esophageal disorders w MCC","1.6184068909","5.0697420874999999","6.5896716250000003"
"369","No","No","06","MED","Major esophageal disorders w CC","369 - Major esophageal disorders w CC","1.0703264817","3.8373944974","4.7495234463999996"
"370","No","No","06","MED","Major esophageal disorders w/o CC/MCC","370 - Major esophageal disorders w/o CC/MCC","0.78351951539999998","2.8459722639999998","3.3995498030000002"
"371","Yes","No","06","MED","Major gastrointestinal disorders & peritoneal infections w MCC","371 - Major gastrointestinal disorders & peritoneal infections w MCC","1.9062222839","6.6954399406","8.7449314619000003"
"372","Yes","No","06","MED","Major gastrointestinal disorders & peritoneal infections w CC","372 - Major gastrointestinal disorders & peritoneal infections w CC","1.3025446293","5.5983459827999997","6.8533998521999999"
"373","Yes","No","06","MED","Major gastrointestinal disorders & peritoneal infections w/o CC/MCC","373 - Major gastrointestinal disorders & peritoneal infections w/o CC/MCC","0.86457040409999997","4.1883191154999997","4.9388692116000001"
"374","Yes","No","06","MED","Digestive malignancy w MCC","374 - Digestive malignancy w MCC","1.9057113133000001","6.3300594024999999","8.5779450840999996"
"375","Yes","No","06","MED","Digestive malignancy w CC","375 - Digestive malignancy w CC","1.2523076757","4.5516023758999999","6.0297766748999999"
"376","Yes","No","06","MED","Digestive malignancy w/o CC/MCC","376 - Digestive malignancy w/o CC/MCC","0.88195079470000004","3.2210298650999998","4.1844319776000001"
"377","Yes","No","06","MED","G.I. hemorrhage w MCC","377 - G.I. hemorrhage w MCC","1.6069324557","4.9470582881","6.3794287709999997"
"378","Yes","No","06","MED","G.I. hemorrhage w CC","378 - G.I. hemorrhage w CC","1.0047694386999999","3.6921221631000001","4.4474829536999998"
"379","Yes","No","06","MED","G.I. hemorrhage w/o CC/MCC","379 - G.I. hemorrhage w/o CC/MCC","0.75671430029999998","2.8858941462000001","3.4092019677000001"
"380","Yes","No","06","MED","Complicated peptic ulcer w MCC","380 - Complicated peptic ulcer w MCC","1.799543012","5.5641516440999998","7.2760106029999996"
"381","Yes","No","06","MED","Complicated peptic ulcer w CC","381 - Complicated peptic ulcer w CC","1.1137644474999999","4.2002114883999999","5.1734366143999999"
"382","Yes","No","06","MED","Complicated peptic ulcer w/o CC/MCC","382 - Complicated peptic ulcer w/o CC/MCC","0.82076212530000003","3.0611562014000002","3.6814336598000001"
"383","No","No","06","MED","Uncomplicated peptic ulcer w MCC","383 - Uncomplicated peptic ulcer w MCC","1.1789271396000001","4.4056192324000003","5.5200327065000003"
"384","No","No","06","MED","Uncomplicated peptic ulcer w/o MCC","384 - Uncomplicated peptic ulcer w/o MCC","0.78180837979999995","3.1286477604999998","3.7493501670999998"
"385","No","No","06","MED","Inflammatory bowel disease w MCC","385 - Inflammatory bowel disease w MCC","1.8540913528","6.5438887425000001","8.8179538615999995"
"386","No","No","06","MED","Inflammatory bowel disease w CC","386 - Inflammatory bowel disease w CC","1.0600538794000001","4.5323517789999999","5.7000701753999996"
"387","No","No","06","MED","Inflammatory bowel disease w/o CC/MCC","387 - Inflammatory bowel disease w/o CC/MCC","0.77462907140000004","3.5222809182999999","4.2956850268000002"
"388","Yes","No","06","MED","G.I. obstruction w MCC","388 - G.I. obstruction w MCC","1.5392024741000001","5.4517135488999999","7.3145600690999997"
"389","Yes","No","06","MED","G.I. obstruction w CC","389 - G.I. obstruction w CC","0.92435509199999999","4.0005387922000004","5.0164235170999998"
"390","Yes","No","06","MED","G.I. obstruction w/o CC/MCC","390 - G.I. obstruction w/o CC/MCC","0.63331420999999999","2.9563017730999999","3.5523095483999998"
"391","No","No","06","MED","Esophagitis, gastroent & misc digest disorders w MCC","391 - Esophagitis, gastroent & misc digest disorders w MCC","1.081035712","3.8999882948","5.2366579375000004"
"392","No","No","06","MED","Esophagitis, gastroent & misc digest disorders w/o MCC","392 - Esophagitis, gastroent & misc digest disorders w/o MCC","0.66849284180000001","2.7877145900000002","3.4891601126"
"393","No","No","06","MED","Other digestive system diagnoses w MCC","393 - Other digestive system diagnoses w MCC","1.5366914915000001","4.9212848058000001","6.8918767748"
"394","No","No","06","MED","Other digestive system diagnoses w CC","394 - Other digestive system diagnoses w CC","0.94888987660000002","3.7718766758000002","4.8199886552000004"
"395","No","No","06","MED","Other digestive system diagnoses w/o CC/MCC","395 - Other digestive system diagnoses w/o CC/MCC","0.67451115120000005","2.6442426762000002","3.3355441419999998"
"405","Yes","No","07","SURG","Pancreas, liver & shunt procedures w MCC","405 - Pancreas, liver & shunt procedures w MCC","5.6480541278","12.4141880252","17.002523977799999"
"406","Yes","No","07","SURG","Pancreas, liver & shunt procedures w CC","406 - Pancreas, liver & shunt procedures w CC","2.7895462406","6.9671880889000004","9.1583616458999995"
"407","Yes","No","07","SURG","Pancreas, liver & shunt procedures w/o CC/MCC","407 - Pancreas, liver & shunt procedures w/o CC/MCC","1.8410735816999999","4.2131172124000003","5.4851063829999998"
"408","No","No","07","SURG","Biliary tract proc except only cholecyst w or w/o c.d.e. w MCC","408 - Biliary tract proc except only cholecyst w or w/o c.d.e. w MCC","4.2538681268999996","12.1335425384","14.996124031000001"
"409","No","No","07","SURG","Biliary tract proc except only cholecyst w or w/o c.d.e. w CC","409 - Biliary tract proc except only cholecyst w or w/o c.d.e. w CC","2.5818842968000002","8.2694197761999995","9.8290155440000007"
"410","No","No","07","SURG","Biliary tract proc except only cholecyst w or w/o c.d.e. w/o CC/MCC","410 - Biliary tract proc except only cholecyst w or w/o c.d.e. w/o CC/MCC","1.6374383071","5.4347074061000002","6.5033444816000001"
"411","No","No","07","SURG","Cholecystectomy w c.d.e. w MCC","411 - Cholecystectomy w c.d.e. w MCC","3.7601749552000001","10.369305217300001","12.406903765699999"
"412","No","No","07","SURG","Cholecystectomy w c.d.e. w CC","412 - Cholecystectomy w c.d.e. w CC","2.3632724130999998","7.5101542144","8.5712788260000004"
